Volcano_ID,Volcano_Name,Volcano_Image,Volcano_Type,Country,epoch_period,Latitude,Longitude
212,Barkhatnaya Sopka,https://volcano.si.edu/gallery/photos/GVP-10363.jpg,Lava dome(s),Russia,holocene,52.802°N,158.24°E
213,Barren Island,https://volcano.si.edu/gallery/photos/GVP-01706.jpg,Stratovolcano,India,holocene,12.278°N,93.858°E
214,Barrier  The,https://volcano.si.edu/gallery/photos/GVP-10042.jpg,Shield,Kenya,holocene,2.32°N,36.57°E
215,Baru,https://volcano.si.edu/gallery/photos/GVP-08375.jpg,Stratovolcano,Panama,holocene,8.808°N,82.543°W
216,Barus,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,pleistocene,3.204°N,98.564°E
217,Barva,https://volcano.si.edu/gallery/photos/GVP-04286.jpg,Complex,Costa Rica,holocene,10.135°N,84.1°W
218,Bas Dong Nai,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Vietnam,pleistocene,10.833°N,107.283°E
219,Bas Song Be,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Vietnam,pleistocene,11.67°N,106.67°E
220,Basalt Knob,https://volcano.si.edu/includes/images/noimage.jpg,Cone,United States,pleistocene,58.03°N,136.33°W
221,Batur,https://volcano.si.edu/gallery/photos/GVP-01169.jpg,Caldera,Indonesia,holocene,8.242°S,115.375°E
222,Bayo Gorbea  Cerro,https://volcano.si.edu/gallery/photos/GVP-12353.jpg,Complex,Chile,holocene,25.414°S,68.588°W
223,Bayuda Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-10406.jpg,Pyroclastic cone(s),Sudan,holocene,18.33°N,32.75°E
224,Bazman,https://volcano.si.edu/gallery/photos/GVP-10407.jpg,Stratovolcano,Iran,holocene,28.07°N,60°E
225,Beaufort Island,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Antarctica,pleistocene,76.98°S,167.02°E
226,Beethoven Peninsula,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Antarctica,pleistocene,71.55°S,73.42°W
227,Behm Canal-Rudyerd Bay,https://volcano.si.edu/gallery/photos/GVP-12492.jpg,Pyroclastic cone(s),United States,holocene,55.32°N,131.05°W
228,Bekulap,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s) ?,Indonesia,pleistocene,3.288°N,98.351°E
229,Belenkaya,https://volcano.si.edu/gallery/photos/GVP-11309.jpg,Stratovolcano,Russia,pleistocene,51.75°N,157.27°E
230,Beliling,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,pleistocene,8.62°S,119.97°E
231,Belknap,https://volcano.si.edu/gallery/photos/GVP-03052.jpg,Shield(s),United States,holocene,44.285°N,121.841°W
232,Bely,https://volcano.si.edu/gallery/photos/GVP-12636.jpg,Shield(s),Russia,pleistocene,57.88°N,160.53°E
233,Berguent Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Morocco,pleistocene,33.75°N,2.4°W
234,Berlin,https://volcano.si.edu/gallery/photos/GVP-06218.jpg,Shield(s),Antarctica,holocene,76.05°S,136°W
235,Beru,https://volcano.si.edu/gallery/photos/GVP-11169.jpg,Volcanic field,Ethiopia,holocene,8.95°N,39.75°E
236,Berutarubesan [Berutarube],https://volcano.si.edu/gallery/photos/GVP-10810.jpg,Stratovolcano,Japan,holocene,44.462°N,146.932°E
237,Besar,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano?,Indonesia,pleistocene,4.437°S,103.671°E
238,Bezymianny,https://volcano.si.edu/gallery/photos/GVP-02445.jpg,Stratovolcano,Russia,holocene,55.972°N,160.595°E
239,Bibinoi,https://volcano.si.edu/gallery/photos/GVP-11701.jpg,Stratovolcano(es),Indonesia,holocene,0.761°S,127.725°E
240,Big Bunchgrass,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,United States,pleistocene,42.703°N,122.194°W
241,Big Cave,https://volcano.si.edu/gallery/photos/GVP-06612.jpg,Shield,United States,pleistocene,40.955°N,121.365°W
242,Big Pine Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),United States,pleistocene,37.05°N,118.25°W
243,Bijar Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Iran,pleistocene,35.583°N,47.8°E
244,Bilate River Field,https://volcano.si.edu/gallery/photos/GVP-11545.jpg,Maar(s),Ethiopia,holocene,7.07°N,38.1°E
245,Biliran,https://volcano.si.edu/gallery/photos/GVP-12299.jpg,Compound,Philippines,holocene,11.523°N,124.535°E
246,Billy Mitchell,https://volcano.si.edu/gallery/photos/GVP-00498.jpg,Pyroclastic shield,Papua New Guinea,holocene,6.092°S,155.225°E
247,Bir Borhut,https://volcano.si.edu/gallery/photos/GVP-12587.jpg,Volcanic field,Yemen,holocene,15.515°N,50.935°E
248,Birao,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Japan,pleistocene,43.498°N,144.408°E
249,Birk  Harrat al,https://volcano.si.edu/gallery/photos/GVP-12257.jpg,Volcanic field,Saudi Arabia,holocene,18.37°N,41.63°E
250,Bishamondake,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,pleistocene,35.936°N,136.795°E
251,Bishoftu Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-11166.jpg,Fissure vent(s),Ethiopia,holocene,8.78°N,38.98°E
252,Biu Plateau,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Nigeria,pleistocene,10.75°N,12.088°E
253,Biwau Hills,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Papua New Guinea,pleistocene,7.32°S,143.28°E
254,Black Butte,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,United States,pleistocene,44.4°N,121.63°W
255,Black Butte,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,United States,pleistocene,40.45°N,122°W
256,Black Butte Crater Lava Field,https://volcano.si.edu/gallery/photos/GVP-10292.jpg,Shield,United States,holocene,43.183°N,114.352°W
257,Black Crater,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),United States,pleistocene,44.266°N,121.749°W
258,Black Island,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Antarctica,pleistocene,78.22°S,166.33°E
259,Black Peak,https://volcano.si.edu/gallery/photos/GVP-08556.jpg,Stratovolcano,United States,holocene,56.552°N,158.785°W
260,Black Rock Desert,https://volcano.si.edu/gallery/photos/GVP-04592.jpg,Volcanic field,United States,holocene,38.97°N,112.5°W
261,Blackfoot Lava Field,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),United States,pleistocene,42.85°N,111.75°W
262,Blacks Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,pleistocene,40.775°N,121.191°W
263,Blafell,https://volcano.si.edu/includes/images/noimage.jpg,Tuya,Iceland,pleistocene,64.492°N,19.87°W
264,Blafjall,https://volcano.si.edu/includes/images/noimage.jpg,Tuya,Iceland,pleistocene,65.43°N,16.85°W
265,Blanca  Laguna,https://volcano.si.edu/gallery/photos/GVP-12159.jpg,Volcanic field,Argentina,holocene,39.02°S,70.37°W
266,Blancas  Lomas,https://volcano.si.edu/gallery/photos/GVP-11456.jpg,Stratovolcano,Chile,holocene,36.286°S,71.009°W
267,Blanco  Cerro,https://volcano.si.edu/gallery/photos/GVP-10786.jpg,Caldera,Argentina,holocene,26.789°S,67.765°W
268,Blit,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Philippines,pleistocene,6.958°N,124.23°E
269,Bliznets,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Russia,pleistocene,56.97°N,159.78°E
270,Bliznetsy,https://volcano.si.edu/gallery/photos/GVP-11774.jpg,Lava cone,Russia,holocene,57.35°N,161.37°E
271,Blue Lake Crater,https://volcano.si.edu/gallery/photos/GVP-08180.jpg,Maar,United States,holocene,44.411°N,121.774°W
272,Blue Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),United States,pleistocene,57.72°N,156.847°W
273,Blup Blup,https://volcano.si.edu/gallery/photos/GVP-11108.jpg,Stratovolcano,Papua New Guinea,holocene,3.507°S,144.605°E
274,Bobrof,https://volcano.si.edu/gallery/photos/GVP-08560.jpg,Stratovolcano,United States,holocene,51.91°N,177.438°W
275,Bogachensky,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,pleistocene,55.13°N,160.9°E
276,Bogoria,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Kenya,pleistocene,0.25°N,36.08°E
277,Bogoslof,https://volcano.si.edu/gallery/photos/GVP-05383.jpg,Submarine,United States,holocene,53.93°N,168.03°W
278,Boisa,https://volcano.si.edu/gallery/photos/GVP-00437.jpg,Stratovolcano,Papua New Guinea,holocene,3.994°S,144.963°E
279,Bokeo Volcanic Plateau,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Cambodia,pleistocene,13.75°N,107.092°E
280,Bola,https://volcano.si.edu/gallery/photos/GVP-10765.jpg,Stratovolcano,Papua New Guinea,holocene,5.141°S,150.038°E
281,Bolaven Plateau,https://volcano.si.edu/includes/images/noimage.jpg,Fissure vent(s),Laos,pleistocene,15.142°N,106.45°E
282,Bolshaya Ipelka,https://volcano.si.edu/gallery/photos/GVP-11315.jpg,Shield,Russia,pleistocene,52.63°N,156.97°E
283,Bolshaya Romanovka,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,pleistocene,55.73°N,158.77°E
284,Bolshoi Payalpan,https://volcano.si.edu/gallery/photos/GVP-12618.jpg,Shield(s),Russia,pleistocene,55.88°N,157.78°E
285,Bolshoi Semiachik,https://volcano.si.edu/gallery/photos/GVP-10356.jpg,Stratovolcano(es),Russia,holocene,54.32°N,160.02°E
286,Bolshoi-Kekuknaysky,https://volcano.si.edu/gallery/photos/GVP-11776.jpg,Shield(s),Russia,holocene,56.483°N,157.917°E
287,Bolshoy Chekchebonay,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,pleistocene,56.92°N,159.42°E
288,Bolshoy Ketepana,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,pleistocene,57.05°N,158.37°E
289,Bolshoy Kozyrevsky,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,pleistocene,55.6°N,158.52°E
290,Bongabti,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,pleistocene,55.83°N,158.32°E
291,Boomerang Seamount,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,France,holocene,37.721°S,77.825°E
292,Bora Ale,https://volcano.si.edu/gallery/photos/GVP-09914.jpg,Stratovolcano,Ethiopia,holocene,13.725°N,40.6°E
293,Bora-Bericcio,https://volcano.si.edu/gallery/photos/GVP-00145.jpg,Pyroclastic cone(s),Ethiopia,holocene,8.221°N,39.05°E
294,Borawli,https://volcano.si.edu/gallery/photos/GVP-09902.jpg,Stratovolcano,Ethiopia,holocene,13.304°N,40.987°E
295,Borawli,https://volcano.si.edu/gallery/photos/GVP-11174.jpg,Lava dome(s),Ethiopia,pleistocene,11.63°N,41.45°E
296,Boring Lava,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,pleistocene,45.3°N,122.5°W
297,Bosavi,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Papua New Guinea,pleistocene,6.58°S,142.82°E
298,Boset-Bericha,https://volcano.si.edu/gallery/photos/GVP-11167.jpg,Stratovolcano(es),Ethiopia,holocene,8.558°N,39.475°E
299,Bouillante Chain,https://volcano.si.edu/includes/images/noimage.jpg,Maar(s),France,pleistocene,16.12°N,61.75°W
300,Bouvet,https://volcano.si.edu/gallery/photos/GVP-11073.jpg,Shield,Norway,holocene,54.408°S,3.351°E
301,Bowie Seamount,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Canada,pleistocene,53.3°N,135.65°W
302,Brabant Island,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Antarctica,pleistocene,64.28°S,62.33°W
303,Brava,https://volcano.si.edu/gallery/photos/GVP-12552.jpg,Stratovolcano,Cape Verde,holocene,14.85°N,24.72°W
304,Bravo  Cerro,https://volcano.si.edu/gallery/photos/GVP-10084.jpg,Stratovolcano,Colombia,holocene,5.091°N,75.293°W
305,Brennisteinsfjoll,https://volcano.si.edu/gallery/photos/GVP-07588.jpg,Crater rows,Iceland,holocene,63.933°N,21.783°W
306,Bridge River Cones,https://volcano.si.edu/gallery/photos/GVP-12648.jpg,Volcanic field,Canada,holocene,50.8°N,123.4°W
307,Bridgeman Island,https://volcano.si.edu/gallery/photos/GVP-06188.jpg,Stratovolcano,Antarctica,holocene,62.063°S,56.713°W
308,Bristol Island,https://volcano.si.edu/gallery/photos/GVP-10998.jpg,Stratovolcano,United Kingdom,holocene,59.017°S,26.533°W
309,Broken Top,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,United States,pleistocene,44.08°N,121.7°W
310,Brontona Island,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Russia,pleistocene,46.721°N,150.733°E
311,Brothers,https://volcano.si.edu/gallery/photos/GVP-11869.jpg,Submarine,New Zealand,holocene,34.875°S,179.075°E
312,Brown Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,pleistocene,42.365°N,122.27°W
313,Bruntal Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Czech Republic,pleistocene,49.88°N,17.475°E
314,Brushy Butte,https://volcano.si.edu/gallery/photos/GVP-06604.jpg,Shield,United States,pleistocene,41.178°N,121.445°W
315,Buckle Island,https://volcano.si.edu/gallery/photos/GVP-12669.jpg,Stratovolcano,Antarctica,holocene,66.78°S,163.25°E
316,Buduli,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,pleistocene,56.4°N,158.7°E
317,Buena Vista  Cerro,https://volcano.si.edu/gallery/photos/GVP-10775.jpg,Stratovolcano,El Salvador,pleistocene,13.25°N,88.15°W
318,Buffalo Valley,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,pleistocene,40.35°N,117.3°W
319,Bufumbira,https://volcano.si.edu/gallery/photos/GVP-11190.jpg,Pyroclastic cone(s),Uganda,holocene,1.304°S,29.683°E
320,Buldir,https://volcano.si.edu/gallery/photos/GVP-09574.jpg,Stratovolcano,United States,holocene,52.35°N,175.911°E
321,Bulusan,https://volcano.si.edu/gallery/photos/GVP-01758.jpg,Stratovolcano(es),Philippines,holocene,12.769°N,124.056°E
322,Bundaberg-Boyne Province,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Australia,pleistocene,25.58°S,151.87°E
323,Bunyaruguru,https://volcano.si.edu/gallery/photos/GVP-11494.jpg,Maar(s),Uganda,holocene,0.2°S,30.08°E
324,Burfell,https://volcano.si.edu/includes/images/noimage.jpg,Tuya,Iceland,pleistocene,65.55°N,16.65°W
325,Buriram,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Thailand,pleistocene,15°N,103°E
326,Burko,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Tanzania,pleistocene,3.3°S,36.22°E
327,Burney Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),United States,pleistocene,40.806°N,121.628°W
328,Burney  Monte,https://volcano.si.edu/gallery/photos/GVP-11065.jpg,Stratovolcano,Chile,holocene,52.33°S,73.4°W
329,Bursey,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),Antarctica,pleistocene,76°S,132.67°W
330,Butajiri-Silti Field,https://volcano.si.edu/gallery/photos/GVP-00146.jpg,Fissure vent(s),Ethiopia,holocene,8.05°N,38.35°E
331,Buyan-Bratan,https://volcano.si.edu/gallery/photos/GVP-08993.jpg,Caldera,Indonesia,holocene,8.283°S,115.133°E
332,Buzzard Creek,https://volcano.si.edu/gallery/photos/GVP-11116.jpg,Tuff ring(s),United States,holocene,64.062°N,148.433°W
333,Cabalían,https://volcano.si.edu/gallery/photos/GVP-12297.jpg,Stratovolcano,Philippines,holocene,10.285°N,125.218°E
334,Caburgua-Huelemolle,https://volcano.si.edu/gallery/photos/GVP-11253.jpg,Pyroclastic cone(s),Chile,holocene,39.25°S,71.75°W
335,Cacahuatique  Cerro,https://volcano.si.edu/gallery/photos/GVP-07212.jpg,Stratovolcano,El Salvador,pleistocene,13.75°N,88.2°W
336,Cagua,https://volcano.si.edu/gallery/photos/GVP-11942.jpg,Stratovolcano,Philippines,holocene,18.222°N,122.123°E
337,Caichinque,https://volcano.si.edu/gallery/photos/GVP-11129.jpg,Stratovolcano(es),Chile,holocene,23.949°S,67.74°W
338,Cakrabuana,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,pleistocene,7.03°S,108.13°E
339,Calabozos,https://volcano.si.edu/gallery/photos/GVP-04842.jpg,Caldera,Chile,holocene,35.558°S,70.496°W
340,Calanterique  Cerro,https://volcano.si.edu/includes/images/noimage.jpg,Lava cone,Honduras,pleistocene,14.6°N,87.87°W
341,Calatrava Volcanic Field,https://volcano.si.edu/gallery/photos/GVP-11854.jpg,Pyroclastic cone(s),Spain,holocene,38.87°N,4.02°W
342,Calbuco,https://volcano.si.edu/gallery/photos/GVP-04923.jpg,Stratovolcano,Chile,holocene,41.33°S,72.618°W
343,Callaqui,https://volcano.si.edu/gallery/photos/GVP-06946.jpg,Stratovolcano,Chile,holocene,37.92°S,71.45°W
344,Calpi,https://volcano.si.edu/includes/images/noimage.jpg,Tuff cone(s),Ecuador,pleistocene,1.634°S,78.728°W
345,Camargo Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Mexico,pleistocene,27.75°N,104.42°W
346,Cameroon,https://volcano.si.edu/gallery/photos/GVP-08685.jpg,Stratovolcano,Cameroon,holocene,4.203°N,9.17°E
347,Camiguin,https://volcano.si.edu/gallery/photos/GVP-11715.jpg,Stratovolcano(es),Philippines,holocene,9.203°N,124.673°E
348,Camiguin de Babuyanes,https://volcano.si.edu/gallery/photos/GVP-12447.jpg,Stratovolcano,Philippines,holocene,18.83°N,121.86°E
349,Campi Flegrei,https://volcano.si.edu/gallery/photos/GVP-01511.jpg,Caldera,Italy,holocene,40.827°N,14.139°E
350,Campi Flegrei del Mar di Sicilia,https://volcano.si.edu/gallery/photos/GVP-00099.jpg,Submarine,Italy,holocene,37.1°N,12.7°E
351,Cancajanag,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Philippines,pleistocene,11.07°N,124.78°E
352,Candlemas Island,https://volcano.si.edu/gallery/photos/GVP-11092.jpg,Stratovolcano,United Kingdom,holocene,57.08°S,26.67°W
353,Canlancang,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,pleistocene,6.958°S,107.95°E
354,Cantaro  Volcan el,https://volcano.si.edu/gallery/photos/GVP-08586.jpg,Stratovolcano,Mexico,pleistocene,19.72°N,103.63°W
355,Capital,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,pleistocene,62.43°N,144.12°W
356,Cappy Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,United States,pleistocene,43.31°N,121.979°W
357,Capur,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,pleistocene,24.02°S,67.85°W
358,Cap-Vert,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Senegal,pleistocene,14.77°N,17.4°W
359,Caquena,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Chile,pleistocene,18.07°S,69.22°W
360,Caraïbes  Monts,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,France,pleistocene,15.97°N,61.68°W
361,Carbets  Pitons de,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,France,pleistocene,14.7°N,61.12°W
362,Caribou,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,pleistocene,40.6°N,121.15°W
363,Carihuairazo,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ecuador,pleistocene,1.404°S,78.75°W
364,Cariliao,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Philippines,pleistocene,14.13°N,120.75°E
365,Cariquima  Cerro,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,pleistocene,19.55°S,68.68°W
366,Carlisle,https://volcano.si.edu/gallery/photos/GVP-09364.jpg,Stratovolcano,United States,holocene,52.894°N,170.054°W
367,Carran-Los Venados,https://volcano.si.edu/gallery/photos/GVP-04916.jpg,Pyroclastic cone(s),Chile,holocene,40.35°S,72.07°W
368,Carrizozo,https://volcano.si.edu/gallery/photos/GVP-08188.jpg,Pyroclastic cone(s),United States,holocene,33.78°N,105.93°W
369,Casiri  Nevados,https://volcano.si.edu/gallery/photos/GVP-12343.jpg,Stratovolcano(es),Peru,holocene,17.47°S,69.813°W
370,Casitagua,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ecuador,pleistocene,0.036°S,78.48°W
371,Cat Hills,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,pleistocene,34.83°N,106.83°W
372,Cay,https://volcano.si.edu/gallery/photos/GVP-06992.jpg,Stratovolcano,Chile,holocene,45.059°S,72.984°W
373,Cayambe,https://volcano.si.edu/gallery/photos/GVP-04406.jpg,Compound,Ecuador,holocene,0.029°N,77.986°W
